grappe,lon_prevu,lat_prevu,lon_reel,lat_reel,suspect
32,18.599281158464585,4.287503115740916,18.485410715210627,4.286923966563305,False
33,18.491448190486103,4.353334475345743,18.54890976957141,4.283492989673979,False
34,18.55909950585671,4.3286170579660626,18.47358056932247,4.358947793542411,False
35,18.511822562893514,4.329057809263089,18.58918219337228,4.378024289820201,False
36,18.51173961624821,4.351462139662383,18.527623026582948,4.370392472587014,False
37,18.591702061869245,4.319871218590968,18.532258870992184,4.327756960427022,False
38,18.50053485163604,4.442237781544679,18.501569424440532,4.333201606363005,False
39,18.55823512600807,4.24120386533943,18.672061227790834,4.318560251511416,False
40,18.590686401922195,4.36403955376351,18.591275859057294,4.405150933052132,False
41,18.558817129615175,4.454036473383862,18.544781531061094,4.415955593281151,False
42,18.535180981039183,4.33526014440892,18.600889785831402,4.35387874263512,False
43,18.447893903356196,4.404782320701693,18.64144428843824,4.342662939735091,False
44,18.477633275316794,4.431256058985502,18.60375860042842,4.413396366901429,False
45,18.54032697990241,4.322363782774199,18.52364613432398,4.410536784600384,False
46,18.491243326359424,4.326223031090849,18.5775452553687,4.337768090192787,False
47,18.504084765797106,4.411389636552138,18.501161328489253,4.3448682034174055,False
48,18.499339442194895,4.4015222002534315,18.445342797961064,4.326426394559562,False
49,18.51729914100631,4.356983808153317,18.605304041421682,4.2967327461228155,False
50,18.62492969419505,4.419243742348535,18.55205833742192,4.364195360424274,False
51,18.50760337458478,4.416203881785356,18.5652733126412,4.33879596824939,False
52,18.54929433806548,4.288613624216242,18.60635561324968,4.376543160041598,False
53,18.531572349007256,4.423745756002536,18.575293102770747,4.348956182065891,False
54,18.599125966509988,4.339329140178192,18.517550895759,4.378956432588166,False
55,18.47055624315007,4.447419302958436,18.52076851992589,4.380169597556647,True
56,18.58256146428746,4.350446951194759,18.473360077657766,4.465396725024174,False
57,18.540283957270237,4.368912143427499,18.52791491325175,4.405337471299343,True
58,18.475974407008202,4.402461174461091,18.51192487764798,4.381298787559709,False
59,18.531702426191583,4.2849634512284895,18.606628448945,4.420834442387485,False
60,18.555194520448925,4.353513255387282,18.609170116086958,4.334682574091996,False
61,18.48612651819633,4.386710957738881,18.45793804059812,4.31924852657861,False
62,18.5297217570224,4.321351848642664,18.55669000949109,4.379373708535104,False
63,18.628270084692492,4.372303454272329,18.55774573326649,4.288974091553293,False
64,18.527495056992155,4.356070597018728,18.508799137530048,4.381678799401803,False
65,18.502565217409217,4.438495624257106,18.59066808764843,4.280512029636742,False
66,18.53214720986272,4.304026325293176,18.418831524890084,4.318145418179455,False
67,18.578813155028595,4.302224968864599,18.476888128640717,4.501580627729956,False
68,18.486604882650056,4.331800912645994,18.516059354782055,4.33559179451027,False
69,18.543132206034446,4.296853815426533,18.636336400433414,4.2811796605064405,False
70,18.5380608475157,4.454393127716881,18.58275443886929,4.341945780173504,False
71,18.514697028985523,4.305347857379169,18.52757385871107,4.371589570156212,False
72,18.605977704261246,4.3369820433113615,18.549805258270016,4.33024198023236,False
73,18.585915371965314,4.292368590453083,18.46443724404692,4.339735986087068,False
74,18.589956579537077,4.3464005407669015,18.576185692796237,4.330045124085474,False
75,18.614749607608445,4.308730979957056,18.564220953271338,4.3559682968395315,False
76,18.529536779730567,4.318768990029205,18.46201767150814,4.416207053930086,False
77,18.6871406445522,4.354669321610274,18.530335580847215,4.316836575185552,False
78,18.494659630756892,4.436041857864471,18.580369973657483,4.4473830017785545,False
79,18.50813336887009,4.2770453236972505,18.536461256885445,4.390529967772221,False
80,18.488621586783832,4.3443327192989765,18.49043792203498,4.28950650102825,False
81,18.60920188931005,4.329870696835378,18.538615896103373,4.3468796324732315,True
82,18.507291819868644,4.384243605709332,18.438606029918958,4.377837581735764,False
83,18.532061240729803,4.3874662986257755,18.608142861328776,4.372671658281485,True
84,18.575650627652674,4.203230220538122,18.577382453667312,4.366983439124278,False
85,18.594611610468842,4.289168346349301,18.49364552138208,4.416876044812019,False
86,18.492005587506437,4.350709624068256,18.53258608112964,4.28168975447729,False
87,18.68082999439545,4.3806353535864435,18.45602829305889,4.371805322438257,False
88,18.545406593716525,4.333743131458955,18.504258558445354,4.368117054255592,False
89,18.502078992189663,4.331028884218546,18.612039876945424,4.296152838136483,False
90,18.581251049050394,4.234597654830073,18.523276505935428,4.365726651170167,True
91,18.612355467251202,4.380858407547556,18.49588187829912,4.390771219085141,False
92,18.48594474851475,4.4093784427267915,18.65723609190341,4.386183603524721,False
93,18.591769283665077,4.357305241591596,18.469861125427762,4.32645205264927,False
94,18.507810761424967,4.348170489625276,18.54292927345428,4.349388193275523,False
95,18.554340630915462,4.375202886696176,18.52252651587656,4.396517541481036,False
96,18.64136810127748,4.296850154645847,18.462552085338736,4.441962284380611,True
97,18.52021333939763,4.382171205506164,18.524644702500368,4.389472156024464,False
98,18.525487729286,4.37226573955671,18.552824923545952,4.198674345827349,False
99,18.595742925080856,4.406089544690904,18.47882885158727,4.30967829568977,False
100,18.478804417246664,4.408422714722764,18.521044003983892,4.379569744872909,False
101,18.51411127760954,4.455117824913066,18.541707350659866,4.397400606677563,False
102,18.557907276915515,4.442931906386222,18.491685596427285,4.3990801107683,False
103,18.595365882771066,4.342538258552136,18.509651044362457,4.386637032977068,False
104,18.505428580867523,4.414948584104052,18.622885248916482,4.459948926115849,True
105,18.52207055927181,4.315674638811905,18.531917129194344,4.367683185117417,False
106,18.55201387695092,4.41375012723509,18.513121723087636,4.447931226073841,False
107,18.477050149500183,4.348509165506621,18.55418573243864,4.372032266054137,False
108,18.515031688880487,4.3724702889524885,18.553136333071592,4.381524138530294,True
109,18.44800963443782,4.29694598552669,18.565820181189043,4.420117422815124,False
110,18.51701932147557,4.324923772591383,18.551117533959193,4.4048741027039995,False
111,18.56083043559041,4.284507136046786,18.57378132984999,4.3411637377329395,False
112,18.559750473112803,4.284476512441364,18.53331683469363,4.444640874618972,False
113,18.50542302229221,4.402201307018083,18.58417846955188,4.434235126583354,False
114,18.626444526852456,4.4298922827920295,18.515049328328235,4.277509911178018,False
115,18.526580556571474,4.3118944222589946,18.5923307146609,4.350461502665227,False
116,18.557436723760453,4.370683159426154,18.555000718365466,4.382401242360362,False
117,18.53249853148359,4.30140802540801,18.503918865447748,4.360487890746461,False
118,18.54521661854615,4.399975860956423,18.61558949622037,4.394554685452061,False
119,18.489869690113462,4.45984165556633,18.55788915281994,4.317063397713797,False
120,18.567063728700205,4.3000816404519835,18.54456152251385,4.340111564172393,False
